ID	EID	Completed	Modal_Verb	Original_Sentence	Marked_Sentence_English	Marked_Sentence_Japanese	Source_Modal	Annotation_Notes	Tested_Modal	Transformation_Strategy	Transformation_Category	Palmer_Annotations	Quirk_Annotations	Palmer_Expected	Quirk_Expected	Grammaticality_Expected
af1db00cf8aa81b5c21f94754e09e16920dad963fdbb88b24d2f0a9372043f29_alt_will	af1db00cf8aa81b5c21f94754e09e16920dad963fdbb88b24d2f0a9372043f29	0	will	I can not believe I lied to my mother.	I *will* not believe I lied to my mother.		can	Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	ability_to_prediction_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
af1db00cf8aa81b5c21f94754e09e16920dad963fdbb88b24d2f0a9372043f29_alt_would	af1db00cf8aa81b5c21f94754e09e16920dad963fdbb88b24d2f0a9372043f29	0	would	I can not believe I lied to my mother.	I *would* not believe I lied to my mother.		can	Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	ability_to_conditional_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
af1db00cf8aa81b5c21f94754e09e16920dad963fdbb88b24d2f0a9372043f29_alt_ought_to	af1db00cf8aa81b5c21f94754e09e16920dad963fdbb88b24d2f0a9372043f29	0	ought to	I can not believe I lied to my mother.	I *ought to* not believe I lied to my mother.		can	Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.	ought to	ability_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	1	none	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I do not sleep without the lights on.		can	replace: 'can' -> 'do'	none	none	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_orig	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	1	can	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *can* not sleep without the lights on.		can	Original sentence from dataset. Modal: 'can'. Verified and complete.	can	original	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_alt_could	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	0	could	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *could* not sleep without the lights on.		can	Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.	could	ability_weakening	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_alt_may	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	0	may	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *may* not sleep without the lights on.		can	Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.	may	ability_to_permission	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_alt_might	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	0	might	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *might* not sleep without the lights on.		can	Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.	might	ability_to_possibility	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_alt_must	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	0	must	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *must* not sleep without the lights on.		can	Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.	must	ability_to_necessity_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_alt_shall	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	0	shall	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *shall* not sleep without the lights on.		can	Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	ability_to_obligation_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_alt_should	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	0	should	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *should* not sleep without the lights on.		can	Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.	should	ability_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_alt_will	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	0	will	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *will* not sleep without the lights on.		can	Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	ability_to_prediction_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_alt_would	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	0	would	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *would* not sleep without the lights on.		can	Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	ability_to_conditional_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a_alt_ought_to	7841b62413b3710962222c1e3598c6eac8b36b2fda66c0d9060c7d4b87fe765a	0	ought to	I finally saw that one scary movie my friends were talking about. I can not sleep without the lights on.	I finally saw that one scary movie my friends were talking about. I *ought to* not sleep without the lights on.		can	Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.	ought to	ability_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	1	none	I will stay with her forever.	I stay with her forever.		will	remove: 'will'	none	none	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	dynamic	volition	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_orig	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	1	will	I will stay with her forever.	I *will* stay with her forever.		will	Original sentence from dataset. Modal: 'will'. Verified and complete.	will	original	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	dynamic	volition	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_alt_can	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	0	can	I will stay with her forever.	I *can* stay with her forever.		will	Modal substitution: 'will' → 'can'. Strategy: prediction_to_ability_substitution. Please verify grammaticality and classify modal categories.	can	prediction_to_ability_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	unknown	unknown	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_alt_could	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	0	could	I will stay with her forever.	I *could* stay with her forever.		will	Modal substitution: 'will' → 'could'. Strategy: prediction_to_ability_substitution. Please verify grammaticality and classify modal categories.	could	prediction_to_ability_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	unknown	unknown	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_alt_may	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	0	may	I will stay with her forever.	I *may* stay with her forever.		will	Modal substitution: 'will' → 'may'. Strategy: prediction_to_permission_substitution. Please verify grammaticality and classify modal categories.	may	prediction_to_permission_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	unknown	unknown	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_alt_might	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	0	might	I will stay with her forever.	I *might* stay with her forever.		will	Modal substitution: 'will' → 'might'. Strategy: prediction_to_possibility. Please verify grammaticality and classify modal categories.	might	prediction_to_possibility	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	unknown	unknown	partial
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_alt_must	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	0	must	I will stay with her forever.	I *must* stay with her forever.		will	Modal substitution: 'will' → 'must'. Strategy: prediction_to_necessity_substitution. Please verify grammaticality and classify modal categories.	must	prediction_to_necessity_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	unknown	unknown	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_alt_shall	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	0	shall	I will stay with her forever.	I *shall* stay with her forever.		will	Modal substitution: 'will' → 'shall'. Strategy: prediction_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	prediction_to_obligation_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	unknown	unknown	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_alt_should	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	0	should	I will stay with her forever.	I *should* stay with her forever.		will	Modal substitution: 'will' → 'should'. Strategy: prediction_to_advice_substitution. Please verify grammaticality and classify modal categories.	should	prediction_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	unknown	unknown	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_alt_would	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	0	would	I will stay with her forever.	I *would* stay with her forever.		will	Modal substitution: 'will' → 'would'. Strategy: prediction_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	prediction_to_conditional_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	unknown	unknown	yes
513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102_alt_ought_to	513dc9d1589fd2e1a0a8ec497c1c0831667ead505a98e6bb288ac56731f7b102	0	ought to	I will stay with her forever.	I *ought to* stay with her forever.		will	Modal substitution: 'will' → 'ought to'. Strategy: prediction_to_advice_substitution. Please verify grammaticality and classify modal categories.	ought to	prediction_to_advice_substitution	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""volition"", ""volition"", ""volition""]"	unknown	unknown	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	1	none	He must of been crazy.	He was crazy.		must	replace: 'must of been' -> 'was'	none	none	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	epistemic	necessity	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_orig	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	1	must	He must of been crazy.	He *must* of been crazy.		must	Original sentence from dataset. Modal: 'must'. Verified and complete.	must	original	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	epistemic	necessity	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_alt_can	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0	can	He must of been crazy.	He *can* of been crazy.		must	Modal substitution: 'must' → 'can'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.	can	necessity_to_ability_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_alt_could	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0	could	He must of been crazy.	He *could* of been crazy.		must	Modal substitution: 'must' → 'could'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.	could	necessity_to_ability_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_alt_may	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0	may	He must of been crazy.	He *may* of been crazy.		must	Modal substitution: 'must' → 'may'. Strategy: necessity_to_permission. Please verify grammaticality and classify modal categories.	may	necessity_to_permission	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_alt_might	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0	might	He must of been crazy.	He *might* of been crazy.		must	Modal substitution: 'must' → 'might'. Strategy: necessity_to_possibility. Please verify grammaticality and classify modal categories.	might	necessity_to_possibility	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	partial
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_alt_shall	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0	shall	He must of been crazy.	He *shall* of been crazy.		must	Modal substitution: 'must' → 'shall'. Strategy: necessity_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	necessity_to_obligation_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_alt_should	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0	should	He must of been crazy.	He *should* of been crazy.		must	Modal substitution: 'must' → 'should'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.	should	necessity_to_advice	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_alt_will	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0	will	He must of been crazy.	He *will* of been crazy.		must	Modal substitution: 'must' → 'will'. Strategy: necessity_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	necessity_to_prediction_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_alt_would	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0	would	He must of been crazy.	He *would* of been crazy.		must	Modal substitution: 'must' → 'would'. Strategy: necessity_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	necessity_to_conditional_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d_alt_ought_to	0b4da39c40e32035d8606cbf314c6a3da5d58568b61fe97da63f948b0798663d	0	ought to	He must of been crazy.	He *ought to* of been crazy.		must	Modal substitution: 'must' → 'ought to'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.	ought to	necessity_to_advice	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	1	none	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that was a very depressing sight. Did the police end up finding the culprit?		must	replace: 'must have been' -> 'was'	none	none	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	epistemic	necessity	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_orig	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	1	must	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *must* have been a very depressing sight. Did the police end up finding the culprit?		must	Original sentence from dataset. Modal: 'must'. Verified and complete.	must	original	original	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	epistemic	necessity	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_alt_can	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	0	can	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *can* have been a very depressing sight. Did the police end up finding the culprit?		must	Modal substitution: 'must' → 'can'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.	can	necessity_to_ability_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_alt_could	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	0	could	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *could* have been a very depressing sight. Did the police end up finding the culprit?		must	Modal substitution: 'must' → 'could'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.	could	necessity_to_ability_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_alt_may	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	0	may	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *may* have been a very depressing sight. Did the police end up finding the culprit?		must	Modal substitution: 'must' → 'may'. Strategy: necessity_to_permission. Please verify grammaticality and classify modal categories.	may	necessity_to_permission	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_alt_might	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	0	might	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *might* have been a very depressing sight. Did the police end up finding the culprit?		must	Modal substitution: 'must' → 'might'. Strategy: necessity_to_possibility. Please verify grammaticality and classify modal categories.	might	necessity_to_possibility	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	partial
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_alt_shall	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	0	shall	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *shall* have been a very depressing sight. Did the police end up finding the culprit?		must	Modal substitution: 'must' → 'shall'. Strategy: necessity_to_obligation_substitution. Please verify grammaticality and classify modal categories.	shall	necessity_to_obligation_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_alt_should	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	0	should	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *should* have been a very depressing sight. Did the police end up finding the culprit?		must	Modal substitution: 'must' → 'should'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.	should	necessity_to_advice	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_alt_will	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	0	will	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *will* have been a very depressing sight. Did the police end up finding the culprit?		must	Modal substitution: 'must' → 'will'. Strategy: necessity_to_prediction_substitution. Please verify grammaticality and classify modal categories.	will	necessity_to_prediction_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_alt_would	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	0	would	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *would* have been a very depressing sight. Did the police end up finding the culprit?		must	Modal substitution: 'must' → 'would'. Strategy: necessity_to_conditional_substitution. Please verify grammaticality and classify modal categories.	would	necessity_to_conditional_substitution	substitution	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e_alt_ought_to	96dac383269542bde0a89a2a5131dfd141f744ea8897e4c84336b45ac7d9c39e	0	ought to	Holy moly, that must have been a very depressing sight. Did the police end up finding the culprit?	Holy moly, that *ought to* have been a very depressing sight. Did the police end up finding the culprit?		must	Modal substitution: 'must' → 'ought to'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.	ought to	necessity_to_advice	entailment	"[""epistemic"", ""epistemic"", ""epistemic""]"	"[""necessity"", ""necessity"", ""necessity""]"	unknown	unknown	yes
e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e	e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e	1	none	I have not started looking yet. The kids are all going to be in school now and I can work outside the home though.	I have not started looking yet. The kids are all in school now, and I work outside the home.		can	remove: 'going to be'; replace: 'now' -> 'now,'; remove: 'can'; replace: 'home though.' -> 'home.'	none	none	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e_orig	e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e	1	can	I have not started looking yet. The kids are all going to be in school now and I can work outside the home though.	I have not started looking yet. The kids are all going to be in school now and I *can* work outside the home though.		can	Original sentence from dataset. Modal: 'can'. Verified and complete.	can	original	original	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	dynamic	ability	yes
e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e_alt_could	e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e	0	could	I have not started looking yet. The kids are all going to be in school now and I can work outside the home though.	I have not started looking yet. The kids are all going to be in school now and I *could* work outside the home though.		can	Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.	could	ability_weakening	substitution	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e_alt_may	e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e	0	may	I have not started looking yet. The kids are all going to be in school now and I can work outside the home though.	I have not started looking yet. The kids are all going to be in school now and I *may* work outside the home though.		can	Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.	may	ability_to_permission	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e_alt_might	e75c27932f91ef93e03412986ddade26ab9f5c768a5e0d550c983e94a7b8fc6e	0	might	I have not started looking yet. The kids are all going to be in school now and I can work outside the home though.	I have not started looking yet. The kids are all going to be in school now and I *might* work outside the home though.		can	Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.	might	ability_to_possibility	entailment	"[""dynamic"", ""dynamic"", ""dynamic""]"	"[""ability"", ""ability"", ""ability""]"	unknown	unknown	yes
